text,segmented_text,gloss,translation,detailed_gloss
"[""Jo'"", ""rk'i"", 'man', ""kwa'y,+""]","[""jo'"", 'r-', ""k'i"", 'man', ""kwa'y""]","['VI', 'PERS', 'SREL', 'ART', 'S']","['Vamos', 'con', 'el', 'caballo.']","['VI', 'E3#PERS', 'SREL', 'ART#ART', 'S']"
"[""tinb'ij"", 'nemoo,+']","['t-', 'in-', ""b'ij"", 'ne-', 'moo']","['TAM', 'PERS', 'VT', 'ADV', 'ADV']","['Le', 'voy', 'a', 'decir', 'como.']","['INC#TAM', 'E1S#PERS', 'VT', 'ADV', 'ADV']"
"['nemoo', 'tij...', 'nemoo+']","['ne-', 'moo', 't-', 'ij', 'ne-', 'mood']","['ADV', 'ADV', 'TAM', 'VT', 'ADV', 'ADV']","['Que', 'modo', 'dice', 'que', 'modo', 'dice.']","['INT#ADV', 'ADV', 'INC#TAM', 'VT', 'INT#ADV', 'ADV']"
"['si', 'x...atintij', 'o', 'noo,+']","['si', 'x-', 'at-', 'in-', 'tij', 'o', 'noo']","['ADV', 'TAM', 'PERS', 'PERS', 'VT', 'CONJ', 'ADV']","['Si', 'te', 'como', 'o', 'no.']","['ADV', 'COM#TAM', 'A2S#PERS', 'E1S#PERS', 'VT', 'CONJ#CONJ', 'ADV']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Le', 'dijo', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"[""Tijye'"", 'permiso', 'per', 'lajori', ""atintija'n,+""]","['ti-', 'j-', ""ye'"", 'permiso', 'per', 'lajori', 'at-', 'in-', 'tij', ""-a'n""]","['TAM', 'PERS', 'VT', 'ADV', 'ADV', 'ADV', 'PERS', 'PERS', 'VT', 'PART']","['Si', 'da', 'permiso', 'ahora', 'te', 'voy', 'a', 'comer.']","['INC#TAM', 'E3S#PERS', 'VT', 'ADV', 'ADV', 'ADV', 'A2S#PERS', 'E1S#PERS', 'VT', 'ENF#PART']"
"[""cha'"", 're', ""cha'.+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'dice.']","['VI', 'PRON', 'VI']"
"['Baay,+']",['baay'],['VOC'],['Baya.'],['VOC']
"[""cha'"", 're,+']","[""cha'"", 're']","['VI', 'PRON']","['Le', 'dijo', 'dice.']","['VI', 'PRON']"
"['entons', ""xe'"", 'taq', ""rk'i"", 'man', ""kwa'y,+""]","['entons', ""xe'"", 'taq', 'r-', ""ki'"", 'man', ""kwa'y""]","['ADV', 'VI', 'PART', 'PERS', 'SREL', 'ART', 'S']","['Entonces', 'se', 'fueron', 'con', 'el', 'caballo.']","['ADV', 'VI', 'PL#PART', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['I...', ""xe'"", 'taq', 'kabaal', ""xijte'"", 'taq', 'man', ""kwa'y.+""]","['i', ""xe'"", 'taq', 'kabaal', 'x-', 'i-', 'j-', ""te'"", 'taq', 'man', ""kwa'y""]","['CONJ', 'VI', 'PART', 'ADV', 'TAM', 'DIR', 'PERS', 'VT', 'PART', 'ART', 'S']","['Y...', 'se', 'fueron', 'cabal', 'encontraron', 'al', 'caballo.']","['CONJ#CONJ', 'VI', 'PL#PART', 'ADV', 'COM#TAM', 'DIR#DIR', 'E3S#PERS', 'VT', 'PL#PART', 'ART#ART', 'S']"
"['Xpe', 'man', 'wunaq,+']","['x-', 'pe', 'man', 'wunaq']","['TAM', 'VI', 'ART', 'S']","['Vino', 'el', 'hombre.']","['COM#TAM', 'VI', 'ART#ART', 'S']"
"['xij', 'man', 'kumetz', 'xij', 're', 'man', ""kwa'y,+""]","['x-', 'ij', 'man', 'kumetz', 'x-', 'ij', 're', 'man', ""kwa'y""]","['TAM', 'VT', 'ART', 'S', 'TAM', 'VT', 'PRON', 'ART', 'S']","['Le', 'dijo', 'la', 'culebra,', 'dijo', 'al', 'caballo.']","['COM#TAM', 'VT', 'ART#ART', 'S', 'COM#TAM', 'VT', 'PRON', 'ART#ART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"[""Kwa'y,+""]","[""kwa'y""]",['S'],['Caballo.'],['S']
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Ooy', 'lajori', 'neen', ""tab'ij"", 're', 'man', 'wunaq,+']","['ooy', 'lajori', 'neen', 't-', 'a-', ""b'ij"", 're', 'man', 'wunaq']","['VOC', 'ADV', 'ADV', 'TAM', 'PERS', 'VT', 'PRON', 'ART', 'S']","['Â¿Ahora', 'que', 'dices', 'de', 'este', 'hombre?.']","['VOC', 'ADV', 'INT#ADV', 'INC#TAM', 'E2S#PERS', 'VT', 'PRON', 'ART#ART', 'S']"
"['si', 'tintij,+']","['si', 't-', 'in-', 'tij']","['ADV', 'TAM', 'PERS', 'VT']","['Si', 'lo', 'como.']","['ADV', 'INC#TAM', 'E1S#PERS', 'VT']"
"[""cha'"", 're,+']","[""cha'"", 're']","['VI', 'PRON']","['Le', 'dijo', 'a', 'Ã©l.']","['VI', 'PRON']"
"['xkabaal', 'xij', 'resaj', 'chralaj', 'man', ""ab'aj.+""]","['(x)-', 'kabaal', 'x-', 'ij', 'r-', 'esa', '-j', 'ch-', 'r-', 'alaj', 'man', ""ab'aj""]","['???', 'ADV', 'TAM', 'VT', 'PERS', 'VT', 'SUF', 'PREP', 'PERS', 'SREL', 'ART', 'S']","['Cabal', 'me', 'sacÃ³', 'debajo', 'de', 'la', 'piedra.']","['???', 'ADV', 'COM#TAM', 'VT', 'E3#PERS', 'VT', 'SC#SUF', 'PREP#PREP', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"['I', 'lajori', ""tintija'n,+""]","['i', 'lajori', 't-', 'in-', 'tij', ""-a'n""]","['CONJ', 'ADV', 'TAM', 'PERS', 'VT', 'PART']","['Y', 'ahora', 'si', 'lo', 'voy', 'a', 'comer.']","['CONJ#CONJ', 'ADV', 'INC#TAM', 'E1S#PERS', 'VT', 'ENF#PART']"
"[""cha'"", 're.+']","[""cha'"", 're']","['VI', 'PRON']","['Dijo', 'Ã©l', 'dice.']","['VI', 'PRON']"
"['Antons', 'xpe', 'man', 'wunaq,+']","['antons', 'x-', 'pe', 'man', 'wunaq']","['ADV', 'TAM', 'VI', 'ART', 'S']","['Entonces', 'vino', 'el', 'hombre.']","['ADV', 'COM#TAM', 'VI', 'ART#ART', 'S']"
"['pwes', 'xpe', 'man', ""kwa'y"", 'xij', 're,+']","['pwes', 'x-', 'pe', 'man', ""kwa'y"", 'x-', 'ij', 're']","['ADV', 'TAM', 'VI', 'ART', 'S', 'TAM', 'VT', 'PRON']","['Pues', 'vino', 'el', 'caballo', 'le', 'dijo', 'a', 'Ã©l.']","['ADV', 'COM#TAM', 'VI', 'ART#ART', 'S', 'COM#TAM', 'VT', 'PRON']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Lajori,+']",['lajori'],['ADV'],['Ahora.'],['ADV']
"[""cha'"", 're', ""cha',+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['VI', 'PRON', 'VI']"
"['man', 'wunaq', 'ri', 'kwand', ""inijk'am"", ""b'i"", 'li', 'chaak.+']","['man', 'wunaq', 'ri', 'kwand', 'in-', '-ij-', ""k'am"", ""b'i"", 'li', 'chaak']","['ART', 'S', 'DEM', 'ADV', 'PERS', 'PERS', 'VT', 'DIR', 'PREP', 'S']","['Ese', 'hombre', 'cuando', 'me', 'lleva', 'al', 'trabajo.']","['ART#ART', 'S', 'DEM#DEM', 'ADV', 'A1S#PERS', 'E1S#PERS', 'VT', 'DIR#DIR', 'PREP#PREP', 'S']"
"['Tijinter', ""q'iij"", 'tchakun', 'chwij,+']","['tij', '-inter', ""q'iij"", 't-', 'chak', '-un', 'ch-', 'wij']","['VT', 'ADV', 'S', 'TAM', 'S', 'SUF', 'PREP', 'SREL']","['Trabaja', 'detras', 'de', 'mi', 'todo', 'el', 'dÃ\xada,', '(', 'me', 'pone', 'a', 'trabaajar', 'todo', 'el', 'dÃ\xada)']","['VT', 'ADV', 'S', 'INC#TAM', 'S', 'AP#SUF', 'PREP#PREP', 'SREL#SREL']"
"['despwes,+']",['despwes'],['ADV'],['Despues.'],['ADV']
"['kond', 'inyuq', 'niri', 'inijkejaj.+']","['kond', 'in-', 'yuq', 'niri', 'in-', 'ij-', 'keja', '-j']","['ADV', 'PERS', 'ADV', 'ADV', 'PERS', 'PERS', 'VT', 'SUF']","['Y', 'cuando', 'llego', 'aquÃ\xad', 'me', 'monta.']","['ADV', 'E1S#PERS', 'ADV', 'ADV', 'A1S#PERS', 'E1S#PERS', 'VT', 'SC#SUF']"
"['Li', 'naa', 'wuron', 'lamaas', ""inkanjye'.+""]","['li', 'naa', 'wuron', 'lamaas', 'in-', 'kan', '-j', ""-ye'""]","['DEM', 'ADV', 'S', 'ADV', 'PERS', 'VI', 'PERS', 'VT']","['Y', 'en', 'donde', 'me', 'deja', 'no', 'hay', 'sacate.']","['DEM#DEM', 'ADV', 'S', 'ADV', 'A1S#PERS', 'VI', 'E3S#PERS', 'VT']"
"['Weyin', 'pook', ""ink'oq"", 're', 'wijaal,+']","['we', '-yin', 'pook', 'in-', ""k'oq"", 're', 'wijaal']","['SREL', 'PRON', 'ADV', 'PERS', 'S', 'PRON', 'S']","['Yo', 'cono', 'sufro', 'de', 'ambre.']","['SREL', 'PRON', 'ADV', 'A1S#PERS', 'S', 'PRON', 'S']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Dijo', 'Ã©l', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['A', 'entonse', 'lajori,+']","['a', 'entonse', 'lajori']","['CONJ', 'ADV', 'ADV']","['Entonces', 'ahora.']","['CONJ#CONJ', 'ADV', 'ADV']"
"['antons', 'tij', 'mejor+']","['antons', 'tij', 'mejor']","['ADV', 'VT', 'ADV']","['Entonces', 'cÃ³matelo', 'mejor.']","['ADV', 'VT', 'ADV']"
"['man', 'wunaq', 'li', ""ta'"", ""inrilb'ej"", 'naad.+']","['man', 'wunaq', 'li', ""ta'"", 'in-', 'r-', ""ilb'e"", '-j', 'nada']","['ART', 'S', 'DEM', 'PART', 'PERS', 'PERS', 'VT', 'SUF', 'ADV']","['Ese', 'hombre', 'no', 'me', 'cuida', 'nada.']","['ART#ART', 'S', 'DEM#DEM', 'NEG#PART', 'A1S#PERS', 'E3S#PERS', 'VT', 'SC#SUF', 'ADV']"
"['Man', 'wunaq', 'li', ""ta'"", 'tzii', ""tino'jin,+""]","['man', 'wunaq', 'li', ""ta'"", 'tzii', 'ti-', ""no'j"", '-in']","['ART', 'S', 'DEM', 'PART', 'ADJ', 'TAM', 'S', 'SUF']","['Ese', 'hombre', 'se', 'porta', 'muy', 'mal.']","['ART#ART', 'S', 'DEM#DEM', 'NEG#PART', 'ADJ', 'INC#TAM', 'S', 'AP#SUF']"
"[""cha'"", 're', ""cha'.+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['VI', 'PRON', 'VI']"
"['Abay,+']","['a-', 'bay']","['CONJ', 'ADV']","['A', 'baya.']","['CONJ#CONJ', 'ADV']"
"[""tcha'"", 're.+']","['t-', ""cha'"", 're']","['TAM', 'VI', 'PRON']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['INC#TAM', 'VI', 'PRON']"
"['Entoons', 'lajori', 'ya', ""wi'"", 'chaq', 'premis', 'atintij.+']","['entoons', 'lajori', 'ya', ""wi'"", 'chaq', 'premis', 'at-', 'in-', 'tij']","['ADV', 'ADV', 'VOC', 'EXS', 'PART', 'ADV', 'PRON', 'PERS', 'VT']","['Entonces', 'ahora', 'ya', 'tengo', 'el', 'permiso', 'para', 'que', 'te', 'como.']","['ADV', 'ADV', 'VOC', 'EXS#EXS', 'PART#PART', 'ADV', 'PRON', 'E1S#PERS', 'VT']"
"['Tijman,+']","['tij', '-man']","['VT', 'ART']","['CÃ³mate', 'ese.']","['VT', 'ART#ART']"
"['tijman', 'wunaq,+']","['tij', '-man', 'wunaq']","['VT', 'ART', 'S']","['Comete', 'a', 'ese', 'hombre.']","['VT', 'ART#ART', 'S']"
"[""cha'"", 'man', ""kwa'y"", 're', 'man', 'kumetz', ""cha'.+""]","[""cha'"", 'man', ""kwa'y"", 're', 'man', 'kumatz', ""cha'""]","['VI', 'ART', 'S', 'PRON', 'ART', 'S', 'VI']","['Le', 'dijo', 'el', 'caballo', 'a', 'la', 'culebra', 'dice.']","['VI', 'ART#ART', 'S', 'PRON', 'ART#ART', 'S', 'VI']"
['Taweno.+'],"['ta-', 'weno']","['ADV', 'ADV']","['Esta', 'bien.']","['ADV', 'ADV']"
"['Baay', 'lajori', 'chik', ""jo'"", ""rk'i"", 'man', 'wÃ¡kix,+']","['baay', 'lajori', 'chik', ""jo'"", 'r-', ""k'i"", 'man', 'wÃ¡kix']","['VOC', 'ADV', 'PART', 'VI', 'PERS', 'SREL', 'ART', 'S']","['Vaya', 'ahora', 'vamos', 'con', 'la', 'vaca.']","['VOC', 'ADV', 'PART#PART', 'VI', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"[""cha'"", 're', ""cha'.+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['VI', 'PRON', 'VI']"
"[""Xe'"", 'taq', ""rk'i"", 'man', 'wakix,+']","[""xe'"", 'taq', 'r-', ""k'i"", 'man', 'wakix']","['VI', 'PART', 'PERS', 'SREL', 'ART', 'S']","['Se', 'fueron', 'con', 'la', 'vaca.']","['VI', 'PL#PART', 'E3S#PERS', 'SREL', 'ART#ART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Wakix,+']",['wakix'],['S'],['Vaca.'],['S']
"[""cha'"", 're.+']","[""cha'"", 're']","['VI', 'PRON']","['Le', 'dojo.']","['VI', 'PRON']"
"['Ooy,+']",['ooy'],['VOC'],['Ola.'],['VOC']
"[""cha'"", 're.+']","[""cha'"", 're']","['VI', 'PRON']","['Le', 'dijo.']","['VI', 'PRON']"
"['Tin...', 'neen', ""k'u"", ""tab'ij"", 'aat,+']","['tin', 'neen', ""k'u"", 't-', 'a-', ""b'iij"", 'aat']","['PART', 'ADV', 'PART', 'TAM', 'PERS', 'VT', 'PRON']","['Que...que', 'decis', 'vos.']","['PART#PART', 'INT#ADV', 'PART#PART', 'INC#TAM', 'E2S#PERS', 'VT', 'PRON']"
"[""tintija'"", 'man', 'wunaq', 'ri.+']","['ti-', 'in-', 'tij', ""-a'"", 'man', 'wunaq', 'ri']","['TAM', 'PERS', 'VT', 'PART', 'ART', 'S', 'DEM']","['Me', 'como', 'a', 'este', 'hombre.']","['INC#TAM', 'E1S#PERS', 'VT', 'ENF#PART', 'ART#ART', 'S', 'DEM#DEM']"
"['Esk', 'xij', 'resaj', 'chralaj', 'jun', ""ab'aj,+""]","['esk', 'x-', 'i-', '-j', 'r-', 'esa', '-j', 'ch', 'jun', ""ab'aj""]","['ADV', 'TAM', 'PERS', 'PERS', 'PERS', 'VT', 'SUF', 'PREP', 'NUM', 'S']","['Esque', 'me', 'sacÃ³', 'debajo', 'de', 'una', 'piedra.']","['ADV', 'COM#TAM', 'A1S#PERS', 'E3S#PERS', 'E3S#PERS', 'VT', 'SC#SUF', 'PREP#PREP', 'NUM', 'S']"
"[""cha'"", 're', ""cha'.+""]","[""cha'"", 're', ""cha'""]","['VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['VI', 'PRON', 'VI']"
"['A...', 'tij', 'iin', ""tinya'"", 'premis', 'chawe', 'tatij.+']","['a', 'tij', 'iin', 't-', 'in-', ""ya'"", 'premis', 'ch-', 'aw-', 'e', 't-', 'a-', 'tij']","['CONJ', 'VT', 'PRON', 'TAM', 'PERS', 'VT', 'ADV', 'TAM', 'PERS', 'SREL', 'TAM', 'PERS', 'VT']","['A', 'cÃ³matelo', 'yo', 'te', 'doy', 'permiso', 'para', 'que', 'te', 'lo', 'comas.']","['CONJ#CONJ', 'VT', 'PRON', 'INC#TAM', 'E1S#PERS', 'VT', 'ADV', 'INC#TAM', 'E2S#PERS', 'SREL', 'INC#TAM', 'E2S#PERS', 'VT']"
"['Tambyeen', 'ke', 're,', 're', 'mas,', 'mas', 'inijkoj', 'li', 'chaak.+']","['tambyeen', 'ke', 're', 're', 'mas', 'mas', 'in-', '-ij-', 'koj', 'li', 'chaak']","['ADV', 'ADV', 'PRON', 'PRON', 'ADV', 'ADV', 'PERS', 'PERS', 'VT', 'PREP', 'S']","['Tambien', 'que', 'el', 'me', 'pone', 'mucho', 'a', 'trabajar.']","['ADV', 'ADV', 'PRON', 'PRON', 'ADV', 'ADV', 'A1S#PERS', 'E3S#PERS', 'VT', 'PREP#PREP', 'S']"
"['I', 'despwes', ""ta'"", 'tijtok', 'woroon', 'chwe.+']","['i', 'despwes', ""ta'"", 'ti-', 'j-', 'tok', 'woroon', 'ch-', 'we']","['CONJ', 'ADV', 'PART', 'TAM', 'PERS', 'VT', 'S', 'TAM', 'SREL']","['Y', 'despues', 'no', 'me', 'busca', 'sacate', 'para', 'mi.']","['CONJ#CONJ', 'ADV', 'NEG#PART', 'INC#TAM', 'E3S#PERS', 'VT', 'S', 'INC#TAM', 'SREL']"
"['I...', 'nii', ""inijyuq'"", 'naad,+']","['i', 'nii', 'in-', 'ij-', ""yuq'"", 'nada']","['CONJ', 'CONJ', 'PERS', 'PERS', 'VT', 'ADV']","['Ni', 'me', 'pastorea', 'nada.']","['CONJ#CONJ', 'CONJ#CONJ', 'A1S#PERS', 'E3S#PERS', 'VT', 'ADV']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['Mas', 'man', 'wunaq', 'li', ""ta'"", 'tzii', 'naad', ""tno'jin,+""]","['mas', 'man', 'wunaq', 'li', ""ta'"", 'tzii', 'naad', 't-', ""no'j"", '-in']","['ADV', 'ART', 'S', 'DEM', 'PART', 'ADJ', 'ADV', 'TAM', 'ADV', 'SUF']","['Ese', 'hombre', 'no', 'se', 'porta', 'bien.']","['ADV', 'ART#ART', 'S', 'DEM#DEM', 'NEG#PART', 'ADJ', 'ADV', 'INC#TAM', 'ADV', 'AP#SUF']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dijo.'],['VI']
"['Sol', 'tren', ""k'ex"", 'chwee,+']","['sol', 't-', 'r-', 'en', ""k'ex"", 'ch-', 'we']","['ADV', 'TAM', 'PERS', 'VT', 'VT', 'TAM', 'SREL']","['Solo', 'me', 'hace', 'daÃ±o.']","['PART#ADV', 'INC#TAM', 'E3S#PERS', 'VT', 'VT', 'INC#TAM', 'SREL']"
"[""tcha'"", 're.+']","['t-', ""cha'"", 're']","['TAM', 'VI', 'PRON']","['Le', 'dijo', 'a', 'Ã©l.']","['INC#TAM', 'VI', 'PRON']"
"['Per', 'naad', 'tijtok', 'insakat,+']","['per', 'naad', 'ti-', 'j-', 'tok', 'in-', 'saakat']","['ADV', 'ADV', 'TAM', 'PERS', 'VT', 'PERS', 'S']","['Pero', 'nada', 'me', 'busca', 'mi', 'sacate.']","['ADV', 'ADV', 'INC#TAM', 'E3S#PERS', 'VT', 'E1S#PERS', 'S']"
"[""tcha'"", 're.+']","['t-', ""cha'"", 're']","['TAM', 'VI', 'PRON']","['Le', 'dijo', 'a', 'Ã©l.']","['INC#TAM', 'VI', 'PRON']"
"['Tawen,+']",['tawen'],['ADV'],"['Esta', 'bien.']",['ADV']
"[""tcha'.+""]","['t-', ""cha'""]","['TAM', 'VI']",['Dijo.'],"['INC#TAM', 'VI']"
"['Baay', 'lajori', 'tij,+']","['baay', 'lajori', 'tij']","['VOC', 'ADV', 'VI']","['Ahora', 'cÃ³matelo.']","['VOC', 'ADV', 'VI']"
"[""cha'"", 're.+']","[""cha'"", 're']","['VI', 'PRON']","['Le', 'dijo.']","['VI', 'PRON']"
"['Baay', 'ya', ""xi'"", ""kib'"", 'pwes.+']","['baay', 'ya', ""xi'"", ""kiib'"", 'pwes']","['VOC', 'VOC', 'VI', 'NUM', 'ADV']","['Baya', 'ya', 'fueron', 'dos', 'pues.']","['VOC', 'VOC', 'VI', 'NUM', 'ADV']"
"['Lajori', 'saber.+']","['lajori', 'saber']","['ADV', 'ADV']","['Ahora', 'saber.']","['ADV', 'ADV']"
"['Lajori', ""jo'"", 'chik', ""rk'i"", 'man', 'imul,+']","['lajori', ""jo'"", 'chik', 'r-', ""k'i"", 'man', 'imul']","['ADV', 'VI', 'PART', 'PERS', 'SREL', 'ART', 'S']","['Ahora', 'vamos', 'con', 'el', 'conejo.']","['ADV', 'VI', 'PART#PART', 'E3#PERS', 'SREL', 'ART#ART', 'S']"
"[""cha'"", 'taq,+']","[""cha'"", 'taq']","['VI', 'PART']","['Dijeron', 'ellos.']","['VI', 'PL#PART']"
"['saber', 'neen', ""tijb'ij"", 'man', 'imul,+']","['saber', 'neen', 'ti-', 'j-', ""b'ij"", 'man', 'imul']","['ADV', 'ADV', 'TAM', 'PERS', 'VT', 'ART', 'S']","['Saber', 'que', 'dice', 'el', 'conejo.']","['ADV', 'INT#ADV', 'INC#TAM', 'E3S#PERS', 'VT', 'ART#ART', 'S']"
"[""cha'"", 'taq.+']","[""cha'"", 'taq']","['VI', 'VT']","['Dijeron', 'ellos.']","['VI', 'VT']"
"['Baay,+']",['baay'],['VOC'],['Baya.'],['VOC']
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['I...', ""b'esel"", 'taq,+']","['i', ""b'es"", '-el', 'taq']","['CONJ', 'POS', 'SUF', 'PART']","['Y...', 'se', 'fueron.']","['CONJ#CONJ', 'POS', 'PP#SUF', 'PL#PART']"
"['kabaal', ""xijte'"", 'taq', 'man', 'imul,+']","['kabaal', 'x-', 'i-', 'j-', ""te'"", 'taq', 'man', 'imul']","['ADV', 'TAM', 'DIR', 'PERS', 'VT', 'PART', 'ART', 'S']","['Cabal', 'encontraron', 'al', 'conejo.']","['ADV', 'COM#TAM', 'DIR#DIR', 'E3S#PERS', 'VT', 'PL#PART', 'ART#ART', 'S']"
"[""cha'.+""]","[""cha'""]",['VI'],['Dice.'],['VI']
"['Kabaal', 'imul,+']","['kabaal', 'imul']","['ADV', 'S']","['Cabal', 'conejo.']","['ADV', 'S']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Le', 'dijo', 'a', 'Ã©l', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['Ooyj', ""tintija'"", 'man,+']","['ooy(j)', 't-', 'in-', 'tij', ""-a'"", 'man']","['ADV', 'TAM', 'PERS', 'VT', 'PART', 'ART']","['Ahora', 'voy', 'a', 'comer', 'ese.']","['ADV', 'INC#TAM', 'E1S#PERS', 'VT', 'ENF#PART', 'ART#ART']"
"['neen', ""tab'ij"", 'aat', 'si', 'tintij', 'man', 'wunaq', 'ri,+']","['neen', 't-', 'a-', ""b'iij"", 'aat', 'si', 't-', 'in-', 'tij', 'man', 'wunaq', 'ri']","['ADV', 'TAM', 'PERS', 'VT', 'PRON', 'ADV', 'TAM', 'PERS', 'VT', 'ART', 'S', 'DEM']","['Â¿Que', 'decis', 'vos', 'si', 'me', 'como', 'a', 'este', 'hommbre?']","['INT#ADV', 'INC#TAM', 'E2S#PERS', 'VT', 'PRON', 'ADV', 'INC#TAM', 'E1S#PERS', 'VT', 'ART#ART', 'S', 'DEM#DEM']"
"[""tcha'"", 're.+']","['t-', ""cha'"", 're']","['TAM', 'VI', 'PRON']","['Le', 'dijo', 'a', 'Ã©l.']","['INC#TAM', 'VI', 'PRON']"
"['Lamaas,+']",['lamaas'],['ADV'],['Â¿Donde?'],['ADV']
"['nemoo,+']","['ne-', 'mood']","['ADV', 'ADV']",['Â¿Como?'],"['ADV', 'ADV']"
"['neen', 'jcholÃ¡jil', 're', 'tatij,+']","['neen', 'j-', 'chola', '-il', 're', 'ti-', 'a-', 'tij']","['ADV', 'PERS', 'ADV', 'SREL', 'PRON', 'TAM', 'PERS', 'VT']","['Â¿Poque', 'te', 'lo', 'vas', 'a', 'comer?']","['INT#ADV', 'E3S#PERS', 'ADV', 'SAB#SREL', 'PRON', 'INC#TAM', 'E2S#PERS', 'VT']"
"[""cha'"", 're.+']","[""cha'"", 're']","['VI', 'PRON']","['Le', 'dijo.']","['VI', 'PRON']"
"['Loke', 'pask', 'xij', 'resaj', 'chijralaj', 'jun', ""ab'aj.+""]","['loke', 'pas', '-k', 'x-', 'i-', 'j', 'r-', 'esa', '-j', 'ch-', '???', 'jun', ""ab'aj""]","['ADV', 'ADV', 'ADV', 'TAM', 'PERS', 'PERS', 'PERS', 'VT', 'SUF', 'PREP', '???', 'NUM', 'S']","['Lo', 'que', 'pasa', 'es', 'que', 'me', 'sacÃ³', 'debajo', 'de', 'una', 'piedra.']","['ADV', 'ADV', 'ADV', 'COM#TAM', 'A1S#PERS', 'E3S#PERS', 'E3#PERS', 'VT', 'SC#SUF', 'PREP#PREP', '???', 'NUM', 'S']"
"['I...', 'i', 'lajori', ""tintija'n,+""]","['i', 'i', 'lajori', 't-', 'in-', 'tij', ""-a'n""]","['CONJ', 'CONJ', 'ADV', 'TAM', 'PERS', 'VT', 'PART']","['Y', 'ahora', 'me', 'lo', 'voy', 'a', 'comer.']","['CONJ#CONJ', 'CONJ#CONJ', 'ADV', 'INC#TAM', 'A1S#PERS', 'VT', 'ENF#PART']"
"[""tcha'"", 're', ""cha'.+""]","['t-', ""cha'"", 're', ""cha'""]","['TAM', 'VI', 'PRON', 'VI']","['Le', 'dijo', 'dice.']","['INC#TAM', 'VI', 'PRON', 'VI']"
"['A...', 'lamaas', ""wi'"", 'man', ""ab'aj"", 'chwaj', ""tinwile',+""]","['a', 'lamaas', ""wi'"", 'man', ""ab'aj"", 'ch-', 'w-', 'aj', 'ti-', 'iin-', 'wil', ""-e'""]","['CONJ', 'ADV', 'EXS', 'ART', 'S', 'TAM', 'PERS', 'VT', 'TAM', 'PERS', 'VT', 'PART']","['Â¿A', 'en', 'donde', 'esta', 'la', 'piedra', 'quiero', 'ver?']","['CONJ#CONJ', 'ADV', 'EXS#EXS', 'ART#ART', 'S', 'INC#TAM', 'E1S#PERS', 'VT', 'INC#TAM', 'E1S#PERS', 'VT', 'ENF#PART']"
"[""tcha'"", 're.+']","['t-', ""cha'"", 're']","['TAM', 'VI', 'PRON']","['Le', 'dijo.']","['INC#TAM', 'VI', 'PRON']"
"[""Jo'"", 'pwes.+']","[""jo'"", 'pwes']","['VI', 'ADV']","['Vamos', 'pues.']","['VI', 'ADV']"
"['I...', ""xe'"", 'taq', 'chiriliik.+']","['i', ""xe'"", 'taq', 'chi-', 'r-', 'il', '-iik']","['CONJ', 'VI', 'PART', 'PREP', 'PERS', 'VT', 'SUF']","['Y', 'se', 'fueron', 'a', 'verlo.']","['CONJ#CONJ', 'VI', 'PL#PART', 'PREP#PREP', 'E3S#PERS', 'VT', 'SC#SUF']"
